initial_alias	converted_alias
NM_001114598	ASPDH
NM_175063	EMC10
NM_206538	EMC10
NM_001270686	JOSD2
NM_001270639	JOSD2
NM_138334	JOSD2
NM_001270640	JOSD2
NM_001270641	JOSD2
NM_001308429	GARIN5A
NM_001348568	LRRC4B
NM_138411	GARIN5A
NM_001024656	ASPDH
NM_001080457	LRRC4B
NM_032298	SYT3
NM_016148	SHANK1
NM_001160329	SYT3
NM_001160328	SYT3
NM_001290152	None
NM_199250	None
NM_002257	KLK1
NM_199249	None
NM_001290150	None
NM_001290149	None
NM_017509	KLK15
NM_001277081	KLK15
NM_001277082	KLK15
NM_001290154	None
NM_001290155	None
NM_001290151	None
NM_001506	GPR32
NM_032712	None
NM_001290153	None
NM_002774	KLK6
NM_001002231	KLK2
NM_001302961	KLK4
NM_001256080	KLK2
NM_001012965	KLK6
NM_001077492	KLK5
NM_005046	KLK7
NM_012427	KLK5
NM_005551	KLK2
NM_001319949	KLK6
NM_001319948	KLK6
NM_139277	KLK7
NM_001012964	KLK6
NM_001243126	KLK7
NM_001207053	KLK7
NM_001077491	KLK5
NM_001369775	KLK14
NM_145895	KLK12
NM_145232	CTU1
NM_022046	KLK14
NM_015596	KLK13
NM_007196	KLK8
NM_012315	KLK9
NM_001370126	KLK12
NM_001370125	KLK12
NM_001167605	KLK11
NM_145894	KLK12
NM_002776	KLK10
NM_144947	KLK11
NM_001281431	KLK8
NM_144507	KLK8
NM_144506	KLK8
NM_144505	KLK8
NM_145888	KLK10
NM_019598	KLK12
NM_001348178	KLK13
NM_001348177	KLK13
NM_001370128	KLK12
NM_001370127	KLK12
NM_006853	KLK11
NM_001311182	KLK14
NM_001077500	KLK10
NM_001136032	KLK11
NM_014385	SIGLEC7
NM_001772	CD33
NM_016543	SIGLEC7
NM_001177608	CD33
NM_014441	SIGLEC9
NM_001082618	CD33
NM_001277201	SIGLEC7
NM_001198558	SIGLEC9
NM_001363693	NKG7
NM_173635	SIGLECL1
NM_001308437	SIGLECL1
NM_001985	ETFB
NM_001014763	ETFB
NM_005601	NKG7
NM_152353	CLDND2
NM_001193623	C19orf84
NM_001171159	SIGLEC10
NM_001322105	SIGLEC10
NM_001363548	SIGLEC8
NM_001171156	SIGLEC10
NM_014442	SIGLEC8
NM_001171158	SIGLEC10
NM_033329	SIGLEC12
NM_053003	SIGLEC12
NM_001171161	SIGLEC10
NM_033130	SIGLEC10
NM_001171157	SIGLEC10
NM_001177547	SIGLEC6
NM_001177548	SIGLEC6
NM_001177549	SIGLEC6
NM_198845	SIGLEC6
NM_198846	SIGLEC6
NM_001245	SIGLEC6
NM_007147	ZNF175
NM_003830	SIGLEC5
NM_001462	FPR2
NM_001316972	SPACA6
NM_001005738	FPR2
NM_001193306	FPR1
NM_001297436	HAS1
NM_002029	FPR1
NM_001523	HAS1
NM_001098612	SIGLEC14
NM_001316994	SPACA6
NM_002030	FPR3
NM_032679	ZNF577
NM_001135590	ZNF577
NM_001370449	ZNF577
NM_001370457	ZNF577
NM_001370456	ZNF577
NM_001370452	ZNF577
NM_001370455	ZNF577
NM_001370447	ZNF577
NM_001370448	ZNF577
NM_001370450	ZNF577
NM_001321317	ZNF615
NM_001321318	ZNF615
NM_001321319	ZNF615
NM_001321320	ZNF615
NM_001321321	ZNF615
NM_001321322	ZNF615
NM_001321323	ZNF615
NM_198480	ZNF615
NM_001199324	ZNF615
NM_021632	ZNF350
NM_024840	ZNF613
NM_025040	ZNF614
NM_001031721	ZNF613
NM_001352298	ZNF841
NM_001352299	ZNF841
NM_001321349	ZNF841
NM_178523	ZNF616
NM_001136499	ZNF841
NM_001369829	ZNF841
NM_001369825	ZNF841
NM_001369828	ZNF841
NM_001369826	ZNF841
NM_001369827	ZNF841
NM_001369830	ZNF841
NM_001363656	PPP2R1A
NM_014225	PPP2R1A
NM_001010851	ZNF766
NM_032423	ZNF528
NM_001161426	ZNF610
NM_001161427	ZNF610
NM_173530	ZNF610
NM_001145434	ZNF880
NM_001161425	ZNF610
NM_001039886	ZNF808
NM_001321425	ZNF808
NM_001363550	ZNF808
NM_001321424	ZNF808
NM_001366182	ZNF578
NM_001143939	ZNF534
NM_001351679	ZNF534
NM_001143938	ZNF534
NM_001291368	ZNF534
NM_001291369	ZNF534
NM_001099694	ZNF578
NM_001277945	ZNF83
NM_001172655	ZNF701
NM_001105549	ZNF83
NM_001105550	ZNF83
NM_001105551	ZNF83
NM_001105552	ZNF83
NM_001277951	ZNF83
NM_001277952	ZNF83
NM_001348016	ZNF83
NM_018300	ZNF83
NM_001277946	ZNF83
NM_001277947	ZNF83
NM_001277948	ZNF83
NM_001277949	ZNF83
NM_001348015	ZNF83
NM_001348017	ZNF83
NM_001348018	ZNF83
NM_001348019	ZNF83
NM_018260	ZNF701
NM_001369766	ZNF28
NM_030972	ZNF611
NM_001161501	ZNF611
NM_001161500	ZNF611
NM_001321866	ZNF600
NM_001161499	ZNF611
NM_001369768	ZNF28
NM_001369767	None
NM_198457	ZNF600
NM_001321867	ZNF600
NM_001369765	ZNF28
NM_006969	ZNF28
NM_001369764	ZNF28
NM_001369763	ZNF28
NM_001369762	ZNF28
NM_001369761	ZNF28
NM_001351776	ZNF320
NM_001351775	ZNF320
NM_001351777	ZNF320
NM_001351773	ZNF320
NM_207333	ZNF320
NM_001351774	ZNF320
NM_001277120	ZNF468
NM_001008801	ZNF468
NM_001310127	ZNF888
NM_001191055	ERVV-2
NM_001353459	ZNF665
NM_032584	ZNF347
NM_001353457	ZNF665
NM_001352135	ZNF415
NM_001136038	ZNF415
NM_001330759	ZNF415
NM_001330766	ZNF415
NM_001352130	ZNF415
NM_001352131	ZNF415
NM_001352132	ZNF415
NM_001352133	ZNF415
NM_001352134	ZNF415
NM_001352136	ZNF415
NM_001352137	ZNF415
NM_001352138	ZNF415
NM_001352139	ZNF415
NM_001352140	ZNF415
NM_001352141	ZNF415
NM_001352142	ZNF415
NM_001352143	ZNF415
NM_001352144	ZNF415
NM_001352146	ZNF415
NM_001352147	ZNF415
NM_001352148	ZNF415
NM_001352149	ZNF415
NM_001352150	ZNF415
NM_001352151	ZNF415
NM_018355	ZNF415
NM_001172674	ZNF347
NM_024733	ZNF665
NM_001353458	ZNF665
NM_001164309	ZNF415
NM_001172675	ZNF347
NM_182609	ZNF677
NM_001317998	ZNF677
NM_173856	VN1R2
NM_001348156	ZNF525
NM_001008401	ZNF761
NM_001350496	ZNF761
NM_001348157	ZNF525
NM_001289951	ZNF761
NM_001350495	ZNF765
NM_001289952	ZNF761
NM_001289953	ZNF761
NM_001040185	ZNF765
NM_001253799	ZNF331
NM_001317118	ZNF331
NM_001317117	ZNF331
NM_001317119	ZNF331
NM_001317116	ZNF331
NM_001317115	ZNF331
NM_001317113	ZNF331
NM_001079907	ZNF331
NM_001253800	ZNF331
NM_001253798	ZNF331
NM_001253801	ZNF331
NM_001317114	ZNF331
NM_001317120	ZNF331
NM_001317121	ZNF331
NM_018555	ZNF331
NM_001079906	ZNF331
NM_001012728	DPRX
NM_001277129	NLRP12
NM_001277126	NLRP12
NM_144687	NLRP12
NM_031895	CACNG8
NM_002739	PRKCG
NM_001316329	PRKCG
NM_031896	CACNG7
NM_001135686	TARM1
NM_015629	PRPF31
NM_130771	OSCAR
NM_004542	NDUFA3
NM_001288791	VSTM1
NM_013342	TFPT
NM_001288792	VSTM1
NM_001288793	VSTM1
NM_001330650	TARM1
NM_198481	VSTM1
NM_001282350	OSCAR
NM_001282349	OSCAR
NM_133169	OSCAR
NM_133168	OSCAR
NM_001321792	TFPT
NM_206818	OSCAR
NM_001304457	LILRB5
NM_001145303	TMC4
NM_024316	LENG1
NM_024075	TSEN34
NM_001321705	RPS9
NM_014516	CNOT3
NM_001360167	None
NM_001081442	LILRB5
NM_006840	LILRB5
NM_001321704	RPS9
NM_001146083	MBOAT7
NM_001321701	RPS9
NM_024318	LILRA6
NM_001282332	TSEN34
NM_001282333	TSEN34
NM_001081443	LILRB5
NM_006864	LILRB3
NM_144686	TMC4
NM_001321702	RPS9
NM_001321706	RPS9
NM_001146056	MBOAT7
NM_001081450	LILRB3
NM_024298	MBOAT7
NM_001320960	LILRB3
NM_001013	RPS9
NM_001077446	TSEN34
NM_001146082	MBOAT7
NM_001080978	LILRB2
NM_001278403	LILRB2
NM_001278404	LILRB2
NM_002287	LAIR1
NM_005874	LILRB2
NM_021250	LILRA5
NM_001289027	LAIR1
NM_001278405	LILRB2
NM_001289023	LAIR1
NM_001289025	LAIR1
NM_001289026	LAIR1
NM_012276	LILRA4
NM_001278406	LILRB2
NM_181985	LILRA5
NM_021706	LAIR1
NM_181879	LILRA5
NM_181986	LILRA5
NM_021270	LAIR2
NM_002288	LAIR2
NM_001301782	LENG9
NM_001005367	TTYH1
NM_001201461	TTYH1
NM_198988	None
NM_145057	CDC42EP5
NM_020659	TTYH1
NM_052925	LENG8
NM_001081637	LILRB1
NM_006863	LILRA1
NM_006669	LILRB1
NM_006866	LILRA2
NM_001290271	LILRA2
NM_001278318	LILRA1
NM_001278319	LILRA1
NM_001278399	None
NM_001081639	LILRB1
NM_001278398	LILRB1
NM_001081638	LILRB1
NM_001130917	LILRA2
NM_001290270	LILRA2
NM_014219	None
NM_001278430	None
NM_014218	KIR2DL1
NM_015868	KIR2DL3
NM_153443	KIR3DL3
NM_001278426	LILRB4
NM_001368251	None
NM_001368251	None
NM_001278427	LILRB4
NM_014218	KIR2DL1
NM_001278428	LILRB4
NM_001278429	LILRB4
NM_001083539	None
NM_012314	None
NM_133273	FCAR
NM_001242356	NCR1
NM_001368253	None
NM_001145458	NCR1
NM_001145457	NCR1
NM_004829	NCR1
NM_133278	FCAR
NM_001368254	None
NM_001242867	KIR3DL2
NM_001322168	None
NM_002000	FCAR
NM_133269	FCAR
NM_013289	KIR3DL1
NM_001242357	NCR1
NM_001282171	None
NM_001282170	None
NM_001281972	KIR2DS4
NM_001281971	KIR2DS4
NM_133274	FCAR
NM_001080772	KIR2DL4
NM_002255	None
NM_133277	FCAR
NM_001080770	KIR2DL4
NM_006737	KIR3DL2
NM_133272	FCAR
NM_133271	FCAR
NM_001348003	NLRP2
NM_001174082	NLRP2
NM_001083899	GP6
NM_001174081	NLRP2
NM_139176	NLRP7
NM_001127255	NLRP7
NM_016363	GP6
NM_001174083	NLRP2
NM_001256017	GP6
NM_017852	NLRP2
NM_206828	NLRP7
NM_017607	PPP1R12C
NM_003180	SYT5
NM_001271618	PPP1R12C
NM_001256714	DNAAF3
NM_000363	TNNI3
NM_001126133	TNNT1
NM_133180	EPS8L1
NM_003283	TNNT1
NM_001291774	TNNT1
NM_017729	EPS8L1
NM_001256715	DNAAF3
NM_178837	DNAAF3
NM_001256716	DNAAF3
NM_001297774	SYT5
NM_001126132	TNNT1
NM_001130106	HSPBP1
NM_012267	HSPBP1
NM_173804	TMEM86B
NM_001297600	HSPBP1
NM_014931	PPP6R1
NM_001372013	TMEM86B
NM_000991	RPL28
NM_001190764	TMEM238
NM_014501	UBE2S
NM_001267718	IL11
NM_001136137	RPL28
NM_032701	KMT5C
NM_001363697	RPL28
NM_144613	COX6B2
NM_001282011	TMEM150B
NM_001136136	RPL28
NM_001136135	RPL28
NM_001136134	RPL28
NM_001145402	GARIN5B
NM_000641	IL11
NM_139172	TMEM190
NM_001085488	TMEM150B
NM_001369798	COX6B2
NM_001369799	COX6B2
NM_001369800	COX6B2
NM_033113	ZNF628
NM_001144950	SSC5D
NM_020378	NAT14
NM_024710	ISOC2
NM_001195267	SSC5D
NM_001136202	ISOC2
NM_001136201	ISOC2
NM_001370096	SBK2
NM_001195605	ZNF865
NM_152600	ZNF579
NM_032836	FIZ1
NM_153219	ZNF524
NM_016202	ZNF580
NM_001163423	ZNF580
NM_203374	ZNF784
NM_016535	ZNF581
NM_001130071	EPN1
NM_207115	ZNF580
NM_013301	CCDC106
NM_007279	U2AF2
NM_001012478	U2AF2
NM_013333	EPN1
NM_001370471	CCDC106
NM_001370469	CCDC106
NM_001370470	CCDC106
NM_001370468	CCDC106
NM_001370467	CCDC106
NM_001321263	EPN1
NM_001277397	RFPL4AL1
NM_001297743	NLRP11
NM_176820	NLRP9
NM_001321057	NLRP13
NM_001145546	GALP
NM_001253792	ZNF444
NM_001351682	ZNF787
NM_033106	GALP
NM_018337	ZNF444
NM_001354658	EDDM13
NM_001321356	ZNF667
NM_001159861	ZNF583
NM_152478	ZNF583
NM_001159860	ZNF583
NM_001321355	ZNF667
NM_144690	ZNF582
NM_022103	ZNF667
NM_001320371	ZNF582
NM_020828	ZFP28
NM_001308440	ZFP28
NM_020813	ZNF471
NM_001321768	ZNF471
NM_001001668	ZNF470
NM_001193628	SMIM17
NM_001005850	ZNF835
NM_015363	ZIM2
NM_001146326	ZIM2
NM_001369722	PEG3
NM_001369723	PEG3
NM_001369724	PEG3
NM_001369725	PEG3
NM_001369730	PEG3
NM_001146327	ZIM2
NM_001369719	PEG3
NM_006210	PEG3
NM_001369771	ZIM2
NM_001369732	PEG3
NM_001369731	PEG3
NM_001369729	PEG3
NM_001369728	PEG3
NM_001369727	PEG3
NM_001369726	PEG3
NM_001146187	PEG3
NM_001369721	PEG3
NM_001369718	PEG3
NM_001369717	PEG3
NM_001369720	PEG3
NM_001146184	PEG3
NM_001146185	PEG3
NM_001369735	PEG3
NM_001369734	PEG3
NM_001369733	PEG3
NM_001369739	PEG3
NM_001369738	PEG3
NM_001369737	PEG3
NM_001369736	PEG3
NM_001369770	ZIM2
NM_001369772	ZIM2
NM_001369773	ZIM2
NM_001369774	ZIM2
NM_020903	USP29
NM_052882	ZIM3
NM_001023563	ZNF805
NM_003417	ZNF264
NM_001015878	AURKC
NM_001012729	DUXA
NM_001015879	AURKC
NM_003160	AURKC
NM_001145078	ZNF805
NM_213598	ZNF543
NM_001290319	ZNF304
NM_173631	ZNF547
NM_001290318	ZNF304
NM_001330622	ZNF460
NM_152909	ZNF548
NM_001355204	TRAPPC2B
NM_020657	ZNF304
NM_001172773	ZNF548
NM_006635	ZNF460
NM_001329456	ZNF304
NM_001304336	ZNF773
NM_001321953	ZNF749
NM_001304335	ZNF773
NM_001291743	ZNF419
NM_001291744	ZNF419
NM_024691	ZNF419
NM_020633	VN1R1
NM_001304334	ZNF773
NM_001321952	ZNF749
NM_001321954	ZNF749
NM_001304337	ZNF773
NM_001098491	ZNF419
NM_001098496	ZNF419
NM_001291745	ZNF419
NM_001098495	ZNF419
NM_001330613	ZNF772
NM_001098494	ZNF419
NM_001144068	ZNF772
NM_001098493	ZNF419
NM_001098492	ZNF419
NM_006959	ZNF17
NM_001024596	ZNF772
NM_001330617	ZNF17
NM_001023561	ZNF749
NM_198542	ZNF773
NM_198855	ZNF211
NM_001277092	ZNF550
NM_001321146	ZIK1
NM_001010879	ZIK1
NM_003435	ZNF134
NM_006385	ZNF211
NM_001265598	ZNF211
NM_017879	ZNF416
NM_001321981	ZNF530
NM_001353405	ZNF416
NM_001277090	ZNF550
NM_020880	ZNF530
NM_001265600	ZNF211
NM_001322306	ZNF211
NM_001277093	ZNF550
NM_001321145	ZIK1
NM_001321147	ZIK1
NM_001265599	ZNF211
NM_001277091	ZNF550
NM_001265597	ZNF211
NM_001085384	ZNF154
NM_017652	ZNF586
NM_138347	ZNF551
NM_001321376	ZNF671
NM_001348007	ZNF776
NM_024833	ZNF671
NM_001077426	ZNF586
NM_001204814	ZNF586
NM_173632	ZNF776
NM_001321375	ZNF671
NM_001270938	ZNF551
NM_032828	ZNF587
NM_024762	ZNF552
NM_001204818	ZNF587B
NM_001297734	ZNF417
NM_001204817	ZNF587
NM_001144989	ZNF814
NM_152475	ZNF417
NM_152474	C19orf18
NM_001348022	ZNF606
NM_001348023	ZNF606
NM_001348024	ZNF606
NM_182572	ZSCAN1
NM_025027	ZNF606
NM_001348025	ZNF606
NM_001164527	ZNF135
NM_005773	ZNF256
NM_023926	ZSCAN18
NM_001145542	ZSCAN18
NM_001145543	ZSCAN18
NM_001145544	ZSCAN18
NM_024620	ZNF329
NM_014480	ZNF544
NM_001320786	ZNF544
NM_001320777	ZNF544
NM_001320785	ZNF544
NM_001320767	ZNF544
NM_001320770	ZNF544
NM_001320771	ZNF544
NM_001320788	ZNF544
NM_001320791	ZNF544
NM_001320792	ZNF544
NM_001320782	ZNF544
NM_001320773	ZNF544
NM_001320781	ZNF544
NM_001320789	ZNF544
NM_001320780	ZNF544
NM_001320787	ZNF544
NM_001320783	ZNF544
NM_021089	ZNF8
NM_001320776	ZNF544
NM_001320774	ZNF544
NM_001320769	ZNF544
NM_001207009	ZNF497
NM_003433	ZNF132
NM_130786	A1BG
NM_001318002	ZNF584
NM_001009	RPS5
NM_001363680	ZNF584
NM_138466	ZNF837
NM_173548	ZNF584
NM_198458	ZNF497
NM_207395	ZNF324B
NM_001316978	ZBTB45
NM_001316981	ZBTB45
NM_198426	CHMP2A
NM_001267033	MZF1
NM_012254	SLC27A5
NM_001316979	ZBTB45
NM_001321196	SLC27A5
NM_014347	ZNF324
NM_001304453	ZNF446
NM_001316982	ZBTB45
NM_001316980	ZBTB45
NM_017908	ZNF446
NM_005762	TRIM28
NM_032792	ZBTB45
NM_003969	UBE2M
NM_014453	CHMP2A
NM_003422	MZF1
NM_198055	MZF1
NM_032973	PCDH11Y
NM_014893	NLGN4Y
NM_001164238	NLGN4Y
NM_001365588	NLGN4Y
NM_001365586	NLGN4Y
NM_001365590	NLGN4Y
NM_001206850	NLGN4Y
NM_001365584	NLGN4Y
NM_001365592	NLGN4Y
NM_001365591	NLGN4Y
NM_001365593	NLGN4Y
NM_006883	SHOX
NM_006883	SHOX
NM_001173474	ASMTL
NM_001173474	ASMTL
NM_004192	ASMTL
NM_004192	ASMTL
NM_001173473	ASMTL
NM_001173473	ASMTL
NM_145177	DHRSX
NM_145177	DHRSX
NM_001171136	ZBED1
NM_001171136	ZBED1
NM_001171135	ZBED1
NM_001171135	ZBED1
NM_004729	ZBED1
NM_004729	ZBED1
NM_134258	TBL1Y
NM_134259	TBL1Y
NM_033284	TBL1Y
NM_001258261	UTY
NM_001258254	UTY
NM_001258253	UTY
NM_001258249	UTY
NM_182660	UTY
NM_004654	USP9Y
NM_001258256	UTY
NM_001258257	UTY
NM_001258259	UTY
NM_001258264	UTY
NM_001258265	UTY
NM_182659	UTY
NM_001258262	UTY
NM_001258263	UTY
NM_001258269	UTY
NM_001258260	UTY
NM_001258252	UTY
NM_001258268	UTY
NM_001258270	UTY
NM_001258258	UTY
NM_007125	UTY
NM_001258250	UTY
NM_001258266	UTY
NM_001258255	UTY
NM_001258251	UTY
NM_001258267	UTY
NM_001001877	HSFY2
NM_152584	HSFY1
NM_004681	EIF1AY
NM_001278612	EIF1AY
NM_001006118	RBMY1E
NM_001320944	RBMY1A1
NM_001006121	RBMY1B
NM_001320945	RBMY1A1
NM_005058	RBMY1A1
NM_001006120	RBMY1D
NM_001320949	RBMY1D
NM_001320950	RBMY1D
NM_001320948	RBMY1B
NM_001303410	RBMY1F
NM_152585	RBMY1F
NM_001006117	RBMY1J
NM_020364	DAZ3
NM_020364	DAZ3
NM_004678	BPY2
NM_001005375	DAZ4
NM_020420	DAZ4
NM_001002760	BPY2B
NM_001005786	DAZ2
NM_001005785	DAZ2
NM_001002761	BPY2C
NM_020420	DAZ4
NM_001370370	PLCXD1
NM_001370370	PLCXD1
NM_001370371	PLCXD1
NM_001370371	PLCXD1
NM_012227	GTPBP6
NM_012227	GTPBP6
NM_001370373	PLCXD1
NM_001370373	PLCXD1
NM_018390	PLCXD1
NM_018390	PLCXD1
NM_001370372	PLCXD1
NM_001370372	PLCXD1
NM_013239	PPP2R3B
NM_013239	PPP2R3B
NM_000451	SHOX
NM_000451	SHOX
NM_001161529	CSF2RA
NM_001161529	CSF2RA
NM_022148	CRLF2
NM_022148	CRLF2
NM_001161531	CSF2RA
NM_001161531	CSF2RA
NM_001161530	CSF2RA
NM_001161530	CSF2RA
NM_001161532	CSF2RA
NM_001161532	CSF2RA
NM_172247	CSF2RA
NM_172247	CSF2RA
NM_001012288	CRLF2
NM_001012288	CRLF2
NM_006140	CSF2RA
NM_006140	CSF2RA
NM_172245	CSF2RA
NM_172245	CSF2RA
NM_172246	CSF2RA
NM_172246	CSF2RA
NM_172249	CSF2RA
NM_172249	CSF2RA
NM_001267713	IL3RA
NM_001267713	IL3RA
NM_002183	IL3RA
NM_002183	IL3RA
NM_001636	SLC25A6
NM_001636	SLC25A6
NM_178129	P2RY8
NM_178129	P2RY8
NM_004043	None
NM_005088	AKAP17A
NM_005088	AKAP17A
NM_001171038	ASMT
NM_001171038	ASMT
NM_001171039	ASMT
NM_001171039	ASMT
NM_001321368	CD99
NM_001321368	CD99
NM_001321370	CD99
NM_001321370	CD99
NM_001122898	CD99
NM_001122898	CD99
NM_002414	CD99
NM_002414	CD99
NM_001321369	CD99
NM_001321369	CD99
NM_001321367	CD99
NM_001321367	CD99
NM_003140	SRY
NM_001008	RPS4Y1
NM_001145276	ZFY
NM_001145275	ZFY
NM_001369702	ZFY
NM_001369703	ZFY
NM_003411	ZFY
NM_001369704	ZFY
NM_001369706	ZFY
NM_001369705	ZFY
NM_001369707	ZFY
NM_001369709	ZFY
NM_001369710	ZFY
NM_001369708	ZFY
NM_139214	TGIF2LY
NM_032972	PCDH11Y
NM_001278619	PCDH11Y
NM_032971	PCDH11Y
NM_022573	TSPY2
NM_001143	AMELY
NM_001364814	AMELY
NM_001282469	TSPY10
NM_001320964	TSPY1
NM_001282469	TSPY10
NM_001320962	TSPY10
NM_001320962	TSPY10
NM_001077697	TSPY3
NM_001077697	TSPY3
NM_001282469	TSPY10
NM_001282469	TSPY10
NM_001197242	TSPY1
NM_001320964	TSPY1
NM_003308	TSPY1
NM_001320962	TSPY10
NM_001320962	TSPY10
NM_001077697	TSPY3
NM_001077697	TSPY3
NM_001302552	DDX3Y
NM_001324195	DDX3Y
NM_001122665	DDX3Y
NM_004660	DDX3Y
NM_004202	TMSB4Y
NM_004679	VCY
NM_181880	VCY1B
NM_004679	VCY
NM_181880	VCY1B
NM_004677	None
NM_001002906	None
NM_001001722	CDY2B
NM_004825	CDY2A
NM_001001722	CDY2B
NM_004825	CDY2A
NM_004677	None
NM_001002906	None
NM_001001877	HSFY2
NM_152584	HSFY1
NM_033108	HSFY1
NM_153716	HSFY2
NM_033108	HSFY1
NM_153716	HSFY2
NM_004653	KDM5D
NM_001146706	KDM5D
NM_001146705	KDM5D
NM_001282471	None
NM_001320945	RBMY1A1
NM_001320945	RBMY1A1
NM_001006121	RBMY1B
NM_001006118	RBMY1E
NM_001006121	RBMY1B
NM_001320944	RBMY1A1
NM_001320944	RBMY1A1
NM_005058	RBMY1A1
NM_005058	RBMY1A1
NM_001006120	RBMY1D
NM_001006120	RBMY1D
NM_001320948	RBMY1B
NM_001320948	RBMY1B
NM_001320950	RBMY1D
NM_001320950	RBMY1D
NM_001320949	RBMY1D
NM_001320949	RBMY1D
NM_001006120	RBMY1D
NM_001320945	RBMY1A1
NM_001006118	RBMY1E
NM_001006121	RBMY1B
NM_001320950	RBMY1D
NM_001320948	RBMY1B
NM_001320949	RBMY1D
NM_004676	PRY
NM_001002758	PRY2
NM_001006117	RBMY1J
NM_152585	RBMY1F
NM_001303410	RBMY1F
NM_004676	PRY
NM_001002758	PRY2
NM_004678	BPY2
NM_001002761	BPY2C
NM_001002760	BPY2B
NM_001005375	DAZ4
NM_004081	DAZ1
NM_020420	DAZ4
NM_020364	DAZ3
NM_020363	DAZ2
NM_020420	DAZ4
NM_001005786	DAZ2
NM_001005785	DAZ2
NM_170723	CDY1
NM_004680	CDY1
NM_001003895	CDY1B
NM_001003894	CDY1B
NM_004678	BPY2
NM_001002761	BPY2C
NM_001002760	BPY2B
NM_170723	CDY1
NM_004680	CDY1
NM_001003895	CDY1B
NM_001003894	CDY1B
NM_005840	SPRY3
NM_005638	VAMP7
NM_005638	VAMP7
NM_001185183	VAMP7
NM_001185183	VAMP7
NM_001145149	VAMP7
NM_001145149	VAMP7
NM_002186	IL9R
NM_002186	IL9R
NM_176786	IL9R
NM_176786	IL9R
NM_001362953	LARGE1
NM_001145206	KIAA1671
NM_001362951	LARGE1
NM_133642	LARGE1
NM_004737	LARGE1
NM_001362949	LARGE1
NM_001304370	CENPM
NM_001304372	CENPM
NM_001304373	CENPM
NM_001002876	CENPM
NM_024053	CENPM
NM_012295	CABIN1
NM_001146288	AIFM3
NM_001201429	CABIN1
NM_001199281	CABIN1
NM_006440	TXNRD2
NM_001352300	TXNRD2
NM_001352303	TXNRD2
NM_001352301	TXNRD2
NM_015241	MICAL3
NM_001282512	TXNRD2
NM_014433	RSPH14
NM_144704	AIFM3
NM_001352302	TXNRD2
NM_001018060	AIFM3
NM_001184774	SEZ6L
NM_001184777	SEZ6L
NM_145730	AP1B1
NM_001145418	TTC28
NM_001184775	SEZ6L
NM_001127	AP1B1
NM_001164501	EIF4ENIF1
NM_001184773	SEZ6L
NM_012429	SEC14L2
NM_001184776	SEZ6L
NM_033382	SEC14L2
NM_001204204	SEC14L2
NM_019843	EIF4ENIF1
NM_001166019	AP1B1
NM_021115	SEZ6L
NM_001164502	EIF4ENIF1
NM_001291932	SEC14L2
NM_007032	TRIOBP
NM_030641	APOL6
NM_006078	CACNG2
NM_152512	ENTHD1
NM_138632	TRIOBP
NM_022098	XPNPEP3
NM_001039141	TRIOBP
NM_001349969	PACSIN2
NM_013327	PARVB
NM_001243386	PARVB
NM_001349971	PACSIN2
NM_001184970	PACSIN2
NM_001349974	PACSIN2
NM_001003828	PARVB
NM_001270731	BCL2L13
NM_001270729	BCL2L13
NM_001270730	BCL2L13
NM_001303484	SLC25A18
NM_001270735	BCL2L13
NM_015367	BCL2L13
NM_001290047	CECR2
NM_001270732	BCL2L13
NM_031481	SLC25A18
NM_001270726	BCL2L13
NM_001270734	BCL2L13
NM_001363824	BCL2L13
NM_001270728	BCL2L13
NM_001270727	BCL2L13
NM_001290046	CECR2
NM_001127649	PEX26
NM_001199319	PEX26
NM_017929	PEX26
NM_001835	CLTCL1
NM_003325	HIRA
NM_053004	GNB1L
NM_022719	ESS2
NM_007098	CLTCL1
NM_001322160	TANGO2
NM_001322150	TANGO2
NM_001293237	MED15
NM_001283116	TANGO2
NM_001322142	TANGO2
NM_001322149	TANGO2
NM_001283186	TANGO2
NM_001322155	TANGO2
NM_001322153	TANGO2
NM_015889	MED15
NM_001283179	TANGO2
NM_001293236	MED15
NM_001293235	MED15
NM_001283199	TANGO2
NM_001322146	TANGO2
NM_001322143	TANGO2
NM_001293234	MED15
NM_001322169	TANGO2
NM_001322174	TANGO2
NM_001322173	TANGO2
NM_001322175	TANGO2
NM_001283248	TANGO2
NM_001283235	TANGO2
NM_001283215	TANGO2
NM_001322147	TANGO2
NM_152906	TANGO2
NM_001322145	TANGO2
NM_001362862	PI4KA
NM_001283154	TANGO2
NM_001322166	TANGO2
NM_001322163	TANGO2
NM_001322144	TANGO2
NM_001322141	TANGO2
NM_001283129	TANGO2
NM_001322148	TANGO2
NM_001322167	TANGO2
NM_001362863	PI4KA
NM_058004	PI4KA
NM_032775	KLHL22
NM_001322172	TANGO2
NM_001322171	TANGO2
NM_001003891	MED15
NM_001283106	TANGO2
NM_001283148	TANGO2
NM_033257	DGCR6L
NM_001351304	None
NM_021574	BCR
NM_004327	BCR
NM_001145468	SPECC1L
NM_001039948	SGSM1
NM_001255975	PIWIL3
NM_001008496	PIWIL3
NM_001098497	SGSM1
NM_133454	SGSM1
NM_015330	SPECC1L
NM_001254733	None
NM_001254732	SPECC1L
NM_001098498	SGSM1
NM_016327	UPB1
NM_005160	GRK3
NM_001362778	GRK3
NM_001318245	MYO18B
NM_032608	MYO18B
NM_001349903	HPS4
NM_001349904	HPS4
